obj_24Samsung2443NWLCDmonitorfekete;blue;24Samsung2443NWLCDmonitorfekete
obj_MSI790FXGD70alaplapAM3DDR3;red;MSI790FXGD70alaplapAM3DDR3
obj_ASUSP5QPLAMalaplapLGA775DDR2;red;ASUSP5QPLAMalaplapLGA775DDR2
obj_ASRockM3A790GXH128MalaplapAM3DDR3;red;ASRockM3A790GXH128MalaplapAM3DDR3
obj_GigabyteGAX48DQ6alaplapLGA775DDR2;red;GigabyteGAX48DQ6alaplapLGA775DDR2
obj_Intel25GHzCeleronDualCoredobozosSocket775E3300;green;Intel25GHzCeleronDualCoredobozosSocket775E3300
obj_AMDPhenomIIX2550dobozosSocketAM3BlackEdition;blue;AMDPhenomIIX2550dobozosSocketAM3BlackEdition
obj_IntelCore2Quad266GHzdobozosSocket775Q8400;blue;IntelCore2Quad266GHzdobozosSocket775Q8400
obj_IntelCore2Duo293GHz3MBdobozosSocket775E7500;green;IntelCore2Duo293GHz3MBdobozosSocket775E7500
obj_1GB800MHzDDR2RAMCSXCL5;red;1GB800MHzDDR2RAMCSXCL5
obj_1GB800MHzDDR2RAMKingstonHyperXKHX6400D21GCL5;red;1GB800MHzDDR2RAMKingstonHyperXKHX6400D21GCL5
obj_SapphireRadeonHD4650512MBDDR2AGP8x;red;SapphireRadeonHD4650512MBDDR2AGP8x
obj_MSIRadeon4830T2D512OC512MBDDR3PCIExpress;blue;MSIRadeon4830T2D512OC512MBDDR3PCIExpress
obj_GalaxyGeForce9400GT512MBDDR2TVDVIPCIExpress;green;GalaxyGeForce9400GT512MBDDR2TVDVIPCIExpress
obj_MSIGeForceNX6200AXTD256H256MBAGP8x;green;MSIGeForceNX6200AXTD256H256MBAGP8x
obj_ASRockM3A785GMH128MalaplapAM3DDR3;blue;ASRockM3A785GMH128MalaplapAM3DDR3
obj_ASUSM4A77TDProalaplapAM3DDR3;red;ASUSM4A77TDProalaplapAM3DDR3
obj_ASUSM4A785TDVEVOalaplapAM3DDR3;blue;ASUSM4A785TDVEVOalaplapAM3DDR3
obj_ASUSM4A78TEalaplapAM3DDR3;blue;ASUSM4A78TEalaplapAM3DDR3
obj_MSIG31M3LV2alaplapLGA775DDR2;blue;MSIG31M3LV2alaplapLGA775DDR2
obj_ASUSP5KPLSEalaplapLGA775DDR2;blue;ASUSP5KPLSEalaplapLGA775DDR2
obj_MSIP35NeoFalaplapLGA775DDR2;blue;MSIP35NeoFalaplapLGA775DDR2
obj_ASUSP5QEalaplapLGA775DDR2;blue;ASUSP5QEalaplapLGA775DDR2
obj_MSIX48CPlatinumalaplapLGA775DDR3;green;MSIX48CPlatinumalaplapLGA775DDR3
obj_Intel25GHzDualCore2MBdobozosSocket775E5200;red;Intel25GHzDualCore2MBdobozosSocket775E5200
obj_IntelP43GHz2MBSocket775631OEM;red;IntelP43GHz2MBSocket775631OEM
obj_Intel28GHzDualCore2MBdobozosSocket775E6300;blue;Intel28GHzDualCore2MBdobozosSocket775E6300
obj_IntelCore2Duo28GHz3MBdobozosSocket775E7400;blue;IntelCore2Duo28GHz3MBdobozosSocket775E7400
obj_ntelCore2Quad23GHz4MBdobozosSocket775Q8200;red;ntelCore2Quad23GHz4MBdobozosSocket775Q8200
obj_IntelCore2Duo3GHz6MBdobozosSocket775E8400;green;IntelCore2Duo3GHz6MBdobozosSocket775E8400
obj_AMDPhenomIIX4945dobozosSocketAM3;blue;AMDPhenomIIX4945dobozosSocketAM3
obj_AMDPhenomIIX4965dobozosSocketAM3BlackEdition;blue;AMDPhenomIIX4965dobozosSocketAM3BlackEdition
obj_512MB800MHzDDR2RAMKingmax;blue;512MB800MHzDDR2RAMKingmax
obj_2GB800MHzDDR2RAMGeilPristineSPD5;red;2GB800MHzDDR2RAMGeilPristineSPD5
obj_2GB800MHzDDR2RAMKingstonHyperX2x1GBKHX6400D2LLK22GNCL4LawLat;green;2GB800MHzDDR2RAMKingstonHyperX2x1GBKHX6400D2LLK22GNCL4LawLat
obj_2GB800MHzDDR2RAMGeilEvoKitSPD52x1GB;red;2GB800MHzDDR2RAMGeilEvoKitSPD52x1GB
obj_4GB800MHzDDR2RAMGeilBlackDRAGONSPD52X2GB;green;4GB800MHzDDR2RAMGeilBlackDRAGONSPD52X2GB
obj_8GB800MHzDDR2RAMGeilBlackDragon4X2GBSPD4;green;8GB800MHzDDR2RAMGeilBlackDragon4X2GBSPD4
obj_2GB1066MHzDDR2RAMGeilValueSPD62X1GBGREEN;red;2GB1066MHzDDR2RAMGeilValueSPD62X1GBGREEN
obj_4GB1066MHzDDR2RAMGeilEvoSPD62x2GB;green;4GB1066MHzDDR2RAMGeilEvoSPD62x2GB
obj_4GB1066MHzDDR2RAMCorsairXMS2kitTWIN2X40968500C5;blue;4GB1066MHzDDR2RAMCorsairXMS2kitTWIN2X40968500C5
obj_1GB1066MHzDDR3RAMCSX;red;1GB1066MHzDDR3RAMCSX
obj_2GB1066MHzDDR3RAMKingstonKVR1066D3N7K22GCL7;green;2GB1066MHzDDR3RAMKingstonKVR1066D3N7K22GCL7
obj_4GB1066MHzDDR3RAMGeilEvoKitCL72x2GB;green;4GB1066MHzDDR3RAMGeilEvoKitCL72x2GB
obj_6GB1333MHzDDR3RAMKingston3X2GBKVR1333D3N9K36GCL9;red;6GB1333MHzDDR3RAMKingston3X2GBKVR1333D3N9K36GCL9
obj_2GB1600MHzDDR3RAMGeilValueKitSPD92X1GB;blue;2GB1600MHzDDR3RAMGeilValueKitSPD92X1GB
obj_4GB1600MHzDDR3RAMGeilEvoSPD72X2GB;red;4GB1600MHzDDR3RAMGeilEvoSPD72X2GB
obj_SapphireRadeonHD4650512MBDDR2HDMIPCIExpress;red;SapphireRadeonHD4650512MBDDR2HDMIPCIExpress
obj_HISRadeonH485FN512PHD4850512MB256bitGDDR3PCIExpress;green;HISRadeonH485FN512PHD4850512MB256bitGDDR3PCIExpress
obj_PowerColorAX4870512MD5HD4870512MBDDR5256bitPCIExpress;red;PowerColorAX4870512MD5HD4870512MBDDR5256bitPCIExpress
obj_SapphireRadeonHD4890VaporX2GBDDR5PCIExpress;red;SapphireRadeonHD4890VaporX2GBDDR5PCIExpress
obj_SapphireRadeonHD4870VaporX2GBGDDR5PCIExpress;green;SapphireRadeonHD4870VaporX2GBGDDR5PCIExpress
obj_GigabyteGVNX84S512H8400GS512MBDDR2PCIExpress;blue;GigabyteGVNX84S512H8400GS512MBDDR2PCIExpress
obj_MSIN8400GSTD512EH512MBDDRPCIExpress;red;MSIN8400GSTD512EH512MBDDRPCIExpress
